user1 user2 timestamp duration
c58969f60280e07662e4ed23008de5 f5a3832701d7dbcdba3fa74761eccb 1391209800 300
688c883dc4b386437861c4333ecaa6 a2caf539f19ccfd91a76b8070e5c71 1391209800 300
040725d6b140acf2a397cb0c73cc2b 2e698af616897dcedd12bac96d52c9 1391209800 300
040725d6b140acf2a397cb0c73cc2b 096ca3311db697f8649ffe05fe4aeb 1391209800 300
688c883dc4b386437861c4333ecaa6 cea3bd41667668bab0d93d44aefb99 1391209800 300
7e8dc006f0231afa476cab70d93a32 b45ef636007b6431d3fb9e0ee286dc 1391209800 300
cb06289651ca621023c2bd53f9d910 fe804a9a69d23fb9c5ab5083603b65 1391209800 300
a2caf539f19ccfd91a76b8070e5c71 c71b8920ce278a5ad6d6da2b0f8df8 1391209800 300
1074f7c8efee6dc8bbc5ec7ad89442 3753661a9d5b3a60897999d4fedded 1391209800 300
03eb449d4c70f8e3ac56103ac73c3b a62da5ac24a5ae37c0ddb44c4fdd33 1391209800 300
a5a21108856c86bbee025c40bdf05a c71b8920ce278a5ad6d6da2b0f8df8 1391209800 300
93e2ae85fc5a093ab432aaa7ad1763 b9cc2b6d9343893409223155ee7424 1391209800 300
792b94ad80885c219a53366de477d8 c7db19a439bd43bf467912f56453d7 1391209800 300
7263a142e11070d5ec5be943415678 8216b2c7553c9c95b1f7a2c0eaea87 1391209800 300
12ec66058d1902e7b7ec6ab28cf856 3753661a9d5b3a60897999d4fedded 1391209800 300
29a4acfa71049cc2d3c12077c84c3b c2b4d5ef426463ee78346d6ddd9ab9 1391209800 300
29d07c9c3db687d13720b5041d5139 7942ad3b074c140ea3a3f87e60af0e 1391209800 300
a62da5ac24a5ae37c0ddb44c4fdd33 c2b4d5ef426463ee78346d6ddd9ab9 1391209800 300
a5a21108856c86bbee025c40bdf05a cea3bd41667668bab0d93d44aefb99 1391209800 300
1074f7c8efee6dc8bbc5ec7ad89442 12ec66058d1902e7b7ec6ab28cf856 1391209800 300
01eac40da88f4124f77c4bef560296 03eb449d4c70f8e3ac56103ac73c3b 1391209800 300
01eac40da88f4124f77c4bef560296 040725d6b140acf2a397cb0c73cc2b 1391209800 300
688c883dc4b386437861c4333ecaa6 c71b8920ce278a5ad6d6da2b0f8df8 1391209800 300
a2caf539f19ccfd91a76b8070e5c71 a5a21108856c86bbee025c40bdf05a 1391209800 300
29a4acfa71049cc2d3c12077c84c3b 61667a742d75951e3dd8125e606c9c 1391209800 300
01e5981deb68fca20a5df8afbb10c6 cb251815267e679451596915e56dd1 1391209800 300
51bbc59b59c49e7af848d5172ede97 a86f60d62eaad69ef35e36650fc10b 1391209800 300
157b03b07c622c8adbc4232b441438 283f2a07e4c293ade421a601083f02 1391209800 300
03eb449d4c70f8e3ac56103ac73c3b 040725d6b140acf2a397cb0c73cc2b 1391209800 300
096ca3311db697f8649ffe05fe4aeb 2e698af616897dcedd12bac96d52c9 1391209800 300
03eb449d4c70f8e3ac56103ac73c3b 29a4acfa71049cc2d3c12077c84c3b 1391209800 300
c67504e3aed096373b11270542b4ed dbbf1adb3264464838b938429d674b 1391209800 300
2b8ead75b7a5ab690c49be08382131 3e003ad85a725fca24569f18f7fdb5 1391209800 300
01eac40da88f4124f77c4bef560296 61667a742d75951e3dd8125e606c9c 1391209800 300
01e5981deb68fca20a5df8afbb10c6 e2b531dd96b79f69ee8399932b5a08 1391209800 300
040725d6b140acf2a397cb0c73cc2b 61667a742d75951e3dd8125e606c9c 1391209800 300
03eb449d4c70f8e3ac56103ac73c3b 61667a742d75951e3dd8125e606c9c 1391209800 300
6aaed7189424180cc4adf058d4a872 946df17c3d8629f1a4212983afdca7 1391209800 300
a45bb9662fe304708b2a27081be7e2 c130d6d1bbb6d17e7089147b62ee52 1391209800 300
56e1faf89f5d68d2a40d0d136124d1 da8cd4c510d19f837d483beb93638e 1391209800 300
6874d79c69ff0060f2284594540d41 74f9b0b7b53f24100e070e56a7a1d9 1391209800 300
a94b118a62ebe7883a42d8966003b5 d224183095b2fab5f490b9c567a8fb 1391209800 300
688c883dc4b386437861c4333ecaa6 a5a21108856c86bbee025c40bdf05a 1391209800 300
03eb449d4c70f8e3ac56103ac73c3b c2b4d5ef426463ee78346d6ddd9ab9 1391209800 300
29a4acfa71049cc2d3c12077c84c3b a62da5ac24a5ae37c0ddb44c4fdd33 1391209800 300
